Hour,Shift_ID,Scheduled_Parts,Traffic_Index,Current_Buffer_Pct,Quality_Fail_Flag,Machine_Fault_Flag,Actual_Arrival_Lag_Mins,Baseline_Downtime_Cost
26862,1,50,2.51,100,0,0,6,0.0
26863,1,50,2.24,100,0,0,7,0.0
26864,2,50,2.62,97,0,0,2,0.0
26865,2,50,3.83,96,0,0,4,0.0
26866,2,50,5.0,99,0,0,0,0.0
26867,2,50,5.0,100,0,0,3,0.0
26868,2,50,5.0,100,0,0,56,6720.0
26869,2,50,5.0,98,0,0,7,0.0
26870,2,50,5.0,97,0,0,8,0.0
26871,2,50,5.0,96,0,0,65,7800.0
26872,3,50,3.95,94,0,0,43,5160.0
26873,3,50,3.5,92,0,0,29,3480.0
26874,3,50,3.37,90,0,0,7,0.0
26875,3,50,2.7,88,0,0,33,3960.0
26876,3,50,2.64,92,0,0,63,7560.0
26877,3,50,2.63,12,1,0,6,0.0
26878,3,50,2.59,89,0,0,7,0.0
26879,3,50,2.6,91,0,0,0,0.0
26880,1,50,2.59,95,0,1,61,5000.0
26881,1,50,2.21,96,0,1,79,5000.0
26882,1,50,2.03,94,0,1,91,5000.0
26883,1,50,2.18,94,0,1,78,5000.0
26884,1,50,1.84,92,0,1,60,5000.0
26885,1,50,2.06,93,0,0,5,0.0
26886,1,50,2.24,93,0,0,1,0.0
26887,1,50,2.05,11,1,0,1,0.0
26888,2,50,3.06,7,1,0,6,0.0
26889,2,50,3.98,93,0,0,1,0.0
26890,2,50,4.59,92,0,0,1,0.0
26891,2,50,5.0,12,1,0,2,0.0
26892,2,50,5.0,88,0,0,5,0.0
26893,2,50,5.0,85,0,0,0,0.0
26894,2,50,5.0,87,0,0,2,0.0
26895,2,50,5.0,87,0,1,66,5000.0
26896,3,50,3.86,90,0,1,108,5000.0
26897,3,50,3.06,92,0,0,0,0.0
26898,3,50,3.03,95,0,0,0,0.0
26899,3,50,2.68,97,0,0,1,0.0
26900,3,50,2.35,97,0,0,2,0.0
26901,3,50,2.5,97,0,0,5,0.0
26902,3,50,2.18,97,0,0,4,0.0
26903,3,50,2.01,100,0,0,6,0.0
26904,1,50,2.03,100,0,0,4,0.0
26905,1,50,1.97,100,0,0,4,0.0
26906,1,50,2.12,100,0,0,59,7080.0
26907,1,50,2.04,8,1,0,7,0.0
26908,1,50,2.02,12,1,0,3,0.0
26909,1,50,2.36,8,1,0,1,0.0
26910,1,50,2.62,99,0,0,0,0.0
26911,1,50,2.75,98,0,0,32,3840.0
26912,2,50,4.03,100,0,0,74,8880.0
26913,2,50,4.96,97,0,0,4,0.0
26914,2,50,5.0,98,0,0,4,0.0
26915,2,50,5.0,97,0,0,6,0.0
26916,2,50,5.0,99,0,0,8,0.0
26917,2,50,5.0,99,0,1,63,5000.0
26918,2,50,5.0,98,0,1,102,5000.0
26919,2,50,5.0,100,0,0,2,0.0
26920,3,50,4.37,100,0,0,0,0.0
26921,3,50,3.97,98,0,0,8,0.0
26922,3,50,3.22,100,0,0,6,0.0
26923,3,50,2.76,100,0,0,3,0.0
26924,3,50,2.45,100,0,0,64,7680.0
26925,3,50,2.4,99,0,0,1,0.0
26926,3,50,2.08,100,0,0,1,0.0
26927,3,50,2.04,98,0,0,6,0.0
26928,1,50,1.87,99,0,0,4,0.0
26929,1,50,1.81,100,0,0,8,0.0
26930,1,50,2.09,100,0,0,4,0.0
26931,1,50,2.41,100,0,0,0,0.0
26932,1,50,2.0,97,0,0,8,0.0
26933,1,50,2.13,99,0,0,6,0.0
26934,1,50,1.82,98,0,0,5,0.0
26935,1,50,1.63,98,0,0,6,0.0
26936,2,50,2.76,5,1,0,0,0.0
26937,2,50,3.9,100,0,0,4,0.0
26938,2,50,5.0,100,0,0,2,0.0
26939,2,50,5.0,98,0,0,1,0.0
26940,2,50,5.0,100,0,0,55,6600.0
26941,2,50,5.0,100,0,0,2,0.0
26942,2,50,5.0,100,0,0,5,0.0
26943,2,50,5.0,97,0,1,80,5000.0
26944,3,50,4.4,95,0,1,69,5000.0
26945,3,50,3.55,93,0,0,8,0.0
26946,3,50,2.9,97,0,0,4,0.0
26947,3,50,2.8,96,0,0,0,0.0
26948,3,50,2.32,94,0,0,5,0.0
26949,3,50,1.96,96,0,0,6,0.0
26950,3,50,1.75,94,0,0,73,8760.0
26951,3,50,1.52,97,0,0,39,4680.0
26952,1,50,1.89,100,0,0,26,3120.0
26953,1,50,2.04,100,0,0,0,0.0
26954,1,50,1.89,99,0,0,3,0.0
26955,1,50,1.8,6,1,0,6,0.0
26956,1,50,2.17,100,0,0,1,0.0
26957,1,50,2.19,97,0,0,1,0.0
26958,1,50,2.36,98,0,0,7,0.0
26959,1,50,2.29,100,0,0,73,8760.0
26960,2,50,2.91,98,0,0,70,8400.0
26961,2,50,4.3,97,0,0,34,4080.0
26962,2,50,5.0,98,0,0,0,0.0
26963,2,50,5.0,96,0,0,4,0.0
26964,2,50,5.0,94,0,0,6,0.0
26965,2,50,5.0,95,0,1,106,5000.0
26966,2,50,5.0,92,0,0,6,0.0
26967,2,50,5.0,92,0,0,0,0.0
26968,3,50,4.46,8,1,0,2,0.0
26969,3,50,3.57,98,0,0,1,0.0
26970,3,50,3.06,98,0,0,2,0.0
26971,3,50,3.02,99,0,0,0,0.0
26972,3,50,2.57,100,0,0,8,0.0
26973,3,50,2.54,100,0,0,3,0.0
26974,3,50,2.6,100,0,0,3,0.0
26975,3,50,2.61,100,0,0,0,0.0
26976,1,50,2.66,100,0,1,82,5000.0
26977,1,50,2.69,99,0,0,4,0.0
26978,1,50,2.91,96,0,1,51,5000.0
26979,1,50,2.6,93,0,1,76,5000.0
26980,1,50,2.78,95,0,1,81,5000.0
26981,1,50,2.26,99,0,1,79,5000.0
26982,1,50,2.1,100,0,1,94,5000.0
26983,1,50,1.8,100,0,0,4,0.0
26984,2,50,2.87,100,0,0,4,0.0
26985,2,50,3.34,100,0,0,1,0.0
26986,2,50,4.58,100,0,0,8,0.0
26987,2,50,5.0,99,0,0,2,0.0
26988,2,50,5.0,99,0,0,2,0.0
26989,2,50,5.0,100,0,0,1,0.0
26990,2,50,5.0,100,0,0,1,0.0
26991,2,50,5.0,100,0,0,0,0.0
26992,3,50,3.82,97,0,0,3,0.0
26993,3,50,3.62,96,0,0,7,0.0
26994,3,50,3.38,100,0,0,7,0.0
26995,3,50,2.95,100,0,0,1,0.0
26996,3,50,2.61,97,0,0,1,0.0
26997,3,50,2.49,97,0,0,4,0.0
26998,3,50,2.69,97,0,0,0,0.0
26999,3,50,2.37,94,0,0,5,0.0
27000,1,50,2.04,8,1,0,4,0.0
27001,1,50,2.37,96,0,0,1,0.0
27002,1,50,1.98,96,0,0,0,0.0
27003,1,50,2.37,94,0,0,2,0.0
27004,1,50,2.19,91,0,0,3,0.0
27005,1,50,2.21,90,0,1,110,5000.0
27006,1,50,1.95,91,0,1,94,5000.0
27007,1,50,2.34,91,0,0,7,0.0
27008,2,50,3.5,92,0,0,2,0.0
27009,2,50,4.82,96,0,0,6,0.0
27010,2,50,5.0,94,0,0,8,0.0
27011,2,50,5.0,94,0,0,7,0.0
27012,2,50,5.0,93,0,0,8,0.0
27013,2,50,5.0,92,0,0,5,0.0
27014,2,50,5.0,96,0,0,1,0.0
27015,2,50,5.0,99,0,0,8,0.0
27016,3,50,4.09,98,0,0,6,0.0
27017,3,50,3.69,97,0,0,3,0.0
27018,3,50,3.6,98,0,0,25,3000.0
27019,3,50,2.94,100,0,0,2,0.0
27020,3,50,3.0,100,0,0,4,0.0
27021,3,50,2.72,100,0,0,3,0.0
27022,3,50,2.75,98,0,0,0,0.0
27023,3,50,2.45,99,0,0,5,0.0
27024,1,50,2.26,97,0,0,0,0.0
27025,1,50,1.9,100,0,1,72,5000.0
27026,1,50,2.36,100,0,1,53,5000.0
27027,1,50,2.56,98,0,1,64,5000.0
27028,1,50,2.16,100,0,1,113,5000.0
27029,1,50,2.56,97,0,0,0,0.0
27030,1,50,2.55,100,0,0,0,0.0
27031,1,50,2.72,99,0,0,7,0.0
27032,2,50,3.16,100,0,0,1,0.0
27033,2,50,3.93,12,1,0,3,0.0
27034,2,50,4.97,6,1,0,6,0.0
27035,2,50,5.0,100,0,0,8,0.0
27036,2,50,5.0,100,0,0,1,0.0
27037,2,50,5.0,99,0,0,7,0.0
27038,2,50,5.0,100,0,0,7,0.0
27039,2,50,5.0,98,0,0,2,0.0
27040,3,50,4.53,100,0,0,42,5040.0
27041,3,50,3.68,100,0,0,68,8160.0
27042,3,50,3.04,100,0,0,48,5760.0
27043,3,50,2.83,99,0,0,38,4560.0
27044,3,50,2.78,98,0,0,7,0.0
27045,3,50,2.79,100,0,0,7,0.0
27046,3,50,2.82,100,0,0,6,0.0
27047,3,50,2.3,100,0,0,7,0.0
27048,1,50,2.21,100,0,0,6,0.0
27049,1,50,2.43,97,0,0,6,0.0
27050,1,50,2.68,94,0,0,0,0.0
27051,1,50,2.63,91,0,0,6,0.0
27052,1,50,2.18,89,0,0,3,0.0
27053,1,50,2.12,89,0,0,51,6120.0
27054,1,50,1.84,86,0,0,4,0.0
27055,1,50,2.15,86,0,0,74,8880.0
27056,2,50,2.59,90,0,0,50,6000.0
27057,2,50,3.16,94,0,0,51,6120.0
27058,2,50,3.95,95,0,0,46,5520.0
27059,2,50,4.78,96,0,0,2,0.0
27060,2,50,5.0,100,0,1,80,5000.0
27061,2,50,5.0,100,0,0,2,0.0
27062,2,50,5.0,100,0,0,0,0.0
27063,2,50,5.0,99,0,0,5,0.0
27064,3,50,4.21,99,0,0,1,0.0
27065,3,50,3.48,100,0,0,1,0.0
27066,3,50,3.0,100,0,1,49,5000.0
27067,3,50,2.86,97,0,0,3,0.0
27068,3,50,2.67,98,0,0,59,7080.0
27069,3,50,2.71,98,0,0,7,0.0
27070,3,50,2.62,100,0,0,30,3600.0
27071,3,50,2.74,100,0,0,3,0.0
27072,1,50,2.55,100,0,0,3,0.0
27073,1,50,2.45,98,0,0,2,0.0
27074,1,50,2.52,99,0,0,8,0.0
27075,1,50,2.23,98,0,1,70,5000.0
27076,1,50,2.15,97,0,1,118,5000.0
27077,1,50,2.27,100,0,0,1,0.0
27078,1,50,1.91,100,0,1,94,5000.0
27079,1,50,1.97,100,0,1,76,5000.0
27080,2,50,2.98,100,0,1,113,5000.0
27081,2,50,4.35,100,0,0,2,0.0
27082,2,50,5.0,100,0,0,2,0.0
27083,2,50,5.0,100,0,0,8,0.0
27084,2,50,5.0,100,0,0,7,0.0
27085,2,50,5.0,100,0,0,5,0.0
27086,2,50,5.0,100,0,0,5,0.0
27087,2,50,5.0,13,1,0,3,0.0
27088,3,50,3.89,97,0,0,3,0.0
27089,3,50,3.22,94,0,1,48,5000.0
27090,3,50,3.26,93,0,1,49,5000.0
27091,3,50,3.2,94,0,1,65,5000.0
27092,3,50,3.13,91,0,0,5,0.0
27093,3,50,3.14,9,1,0,6,0.0
27094,3,50,3.06,7,1,0,8,0.0
27095,3,50,2.53,6,1,0,2,0.0
27096,1,50,2.46,11,1,0,3,0.0
27097,1,50,2.35,89,0,0,7,0.0
27098,1,50,2.18,86,0,0,4,0.0
27099,1,50,2.45,87,0,0,4,0.0
27100,1,50,2.36,85,0,0,0,0.0
27101,1,50,2.0,82,0,0,32,3840.0
27102,1,50,1.91,82,0,0,2,0.0
27103,1,50,1.81,80,0,0,7,0.0
27104,2,50,3.12,79,0,0,23,2760.0
27105,2,50,4.16,80,0,0,2,0.0
27106,2,50,5.0,7,1,0,6,0.0
27107,2,50,5.0,79,0,0,2,0.0
27108,2,50,5.0,78,0,0,7,0.0
27109,2,50,5.0,76,0,0,8,0.0
27110,2,50,5.0,74,0,0,52,6240.0
27111,2,50,5.0,75,0,0,8,0.0
27112,3,50,4.53,76,0,0,7,0.0
27113,3,50,4.22,73,0,0,4,0.0
27114,3,50,3.76,73,0,0,1,0.0
27115,3,50,3.63,8,1,0,4,0.0
27116,3,50,3.14,78,0,0,6,0.0
27117,3,50,3.14,76,0,0,1,0.0
27118,3,50,3.18,80,0,0,2,0.0
27119,3,50,3.21,84,0,0,31,3720.0
27120,1,50,3.17,83,0,0,8,0.0
27121,1,50,2.82,82,0,0,4,0.0
27122,1,50,2.39,81,0,0,2,0.0
27123,1,50,2.23,82,0,0,1,0.0
27124,1,50,2.43,79,0,0,55,6600.0
27125,1,50,2.18,77,0,0,1,0.0
27126,1,50,2.18,80,0,0,1,0.0
27127,1,50,2.25,84,0,0,0,0.0
27128,2,50,3.26,85,0,0,5,0.0
27129,2,50,4.6,86,0,0,0,0.0
27130,2,50,5.0,86,0,0,8,0.0
27131,2,50,5.0,85,0,0,4,0.0
27132,2,50,5.0,83,0,0,2,0.0
27133,2,50,5.0,82,0,0,0,0.0
27134,2,50,5.0,79,0,0,6,0.0
27135,2,50,5.0,76,0,0,2,0.0
27136,3,50,4.49,77,0,0,7,0.0
27137,3,50,3.97,74,0,0,6,0.0
27138,3,50,3.58,72,0,0,26,3120.0
27139,3,50,3.16,73,0,0,0,0.0
27140,3,50,2.79,71,0,0,36,4320.0
27141,3,50,2.67,75,0,0,30,3600.0
27142,3,50,2.26,74,0,0,39,4680.0
27143,3,50,2.22,71,0,0,4,0.0
27144,1,50,2.2,68,0,0,54,6480.0
27145,1,50,2.24,69,0,0,1,0.0
27146,1,50,2.35,8,1,0,5,0.0
27147,1,50,2.66,71,0,0,6,0.0
27148,1,50,2.65,73,0,0,0,0.0
27149,1,50,2.82,12,1,0,1,0.0
27150,1,50,2.69,72,0,0,7,0.0
27151,1,50,2.65,75,0,0,2,0.0
27152,2,50,3.09,72,0,0,8,0.0
27153,2,50,3.59,70,0,0,29,3480.0
27154,2,50,4.55,67,0,0,3,0.0
27155,2,50,5.0,68,0,0,2,0.0
27156,2,50,5.0,72,0,0,2,0.0
27157,2,50,5.0,70,0,0,64,7680.0
27158,2,50,5.0,68,0,0,59,7080.0
27159,2,50,5.0,69,0,0,49,5880.0
27160,3,50,3.91,70,0,0,0,0.0
27161,3,50,3.33,8,1,0,4,0.0
27162,3,50,3.13,10,1,0,1,0.0
27163,3,50,2.72,10,1,0,7,0.0
27164,3,50,2.41,77,0,0,8,0.0
27165,3,50,2.59,76,0,0,4,0.0
27166,3,50,2.85,76,0,1,80,5000.0
27167,3,50,2.88,76,0,1,103,5000.0
27168,1,50,2.71,79,0,1,86,5000.0
27169,1,50,2.53,81,0,1,116,5000.0
27170,1,50,2.47,83,0,1,118,5000.0
27171,1,50,2.38,80,0,1,85,5000.0
27172,1,50,2.34,84,0,1,78,5000.0
27173,1,50,2.09,86,0,1,57,5000.0
27174,1,50,2.44,86,0,1,69,5000.0
27175,1,50,2.58,84,0,1,98,5000.0
27176,2,50,3.66,82,0,0,8,0.0
27177,2,50,5.0,79,0,0,1,0.0
27178,2,50,5.0,81,0,0,1,0.0
27179,2,50,5.0,83,0,1,58,5000.0
27180,2,50,5.0,83,0,1,75,5000.0
27181,2,50,5.0,87,0,1,64,5000.0
27182,2,50,5.0,89,0,1,66,5000.0
27183,2,50,5.0,89,0,0,0,0.0
27184,3,50,4.39,92,0,0,6,0.0
27185,3,50,3.43,90,0,0,22,2640.0
27186,3,50,3.1,89,0,0,0,0.0
27187,3,50,2.68,91,0,0,6,0.0
27188,3,50,2.86,88,0,0,5,0.0
27189,3,50,2.64,92,0,0,6,0.0
27190,3,50,2.82,95,0,0,6,0.0
27191,3,50,2.5,10,1,0,7,0.0
27192,1,50,2.34,8,1,0,5,0.0
27193,1,50,2.65,8,1,0,6,0.0
27194,1,50,2.31,13,1,0,5,0.0
27195,1,50,2.35,99,0,0,2,0.0
27196,1,50,2.23,99,0,0,41,4920.0
27197,1,50,2.44,96,0,0,0,0.0
27198,1,50,2.11,97,0,0,2,0.0
27199,1,50,2.1,98,0,0,2,0.0
27200,2,50,3.22,95,0,0,0,0.0
27201,2,50,4.0,98,0,0,4,0.0
27202,2,50,4.4,100,0,0,4,0.0
27203,2,50,5.0,100,0,0,36,4320.0
27204,2,50,5.0,97,0,0,6,0.0
27205,2,50,5.0,96,0,0,8,0.0
27206,2,50,5.0,95,0,0,1,0.0
27207,2,50,5.0,93,0,0,0,0.0
27208,3,50,3.88,95,0,0,5,0.0
27209,3,50,3.46,93,0,0,5,0.0
27210,3,50,3.27,92,0,0,3,0.0
27211,3,50,2.64,95,0,0,4,0.0
27212,3,50,2.17,98,0,0,6,0.0
27213,3,50,2.16,98,0,0,3,0.0
27214,3,50,2.41,97,0,0,0,0.0
27215,3,50,2.11,96,0,0,5,0.0
27216,1,50,2.4,95,0,0,1,0.0
27217,1,50,2.47,95,0,0,6,0.0
27218,1,50,2.28,95,0,0,5,0.0
27219,1,50,2.28,98,0,0,4,0.0
27220,1,50,2.62,100,0,0,8,0.0
27221,1,50,2.3,98,0,0,1,0.0
27222,1,50,2.28,12,1,0,5,0.0
27223,1,50,2.37,100,0,0,6,0.0
27224,2,50,2.88,100,0,0,34,4080.0
27225,2,50,3.29,100,0,0,8,0.0
27226,2,50,3.66,97,0,0,3,0.0
27227,2,50,4.35,100,0,0,7,0.0
27228,2,50,4.76,99,0,0,3,0.0
27229,2,50,5.0,98,0,0,6,0.0
27230,2,50,5.0,95,0,0,2,0.0
27231,2,50,5.0,94,0,0,1,0.0
27232,3,50,4.12,11,1,0,1,0.0
27233,3,50,3.21,96,0,0,4,0.0
27234,3,50,2.65,100,0,0,8,0.0
27235,3,50,2.39,100,0,0,1,0.0
27236,3,50,2.27,97,0,0,8,0.0
27237,3,50,2.59,95,0,0,2,0.0
27238,3,50,2.41,93,0,0,0,0.0
27239,3,50,2.36,97,0,0,8,0.0
27240,1,50,2.14,99,0,0,6,0.0
27241,1,50,1.8,97,0,0,5,0.0
27242,1,50,2.23,98,0,0,8,0.0
27243,1,50,1.92,96,0,0,5,0.0
27244,1,50,2.37,98,0,0,5,0.0
27245,1,50,2.06,98,0,0,7,0.0
27246,1,50,2.19,99,0,1,91,5000.0
27247,1,50,2.58,99,0,1,115,5000.0
27248,2,50,3.1,100,0,0,7,0.0
27249,2,50,3.9,100,0,0,6,0.0
27250,2,50,5.0,100,0,0,3,0.0
27251,2,50,5.0,98,0,0,2,0.0
27252,2,50,5.0,11,1,0,7,0.0
27253,2,50,5.0,99,0,1,94,5000.0
27254,2,50,5.0,100,0,1,95,5000.0
27255,2,50,5.0,100,0,1,81,5000.0
27256,3,50,4.48,100,0,0,2,0.0
27257,3,50,3.57,6,1,0,6,0.0
27258,3,50,2.83,7,1,0,4,0.0
27259,3,50,2.72,99,0,0,3,0.0
27260,3,50,2.47,98,0,0,3,0.0
27261,3,50,2.33,97,0,0,1,0.0
27262,3,50,2.02,98,0,0,5,0.0
27263,3,50,2.28,98,0,0,7,0.0
27264,1,50,2.34,95,0,0,2,0.0
27265,1,50,2.21,12,1,0,6,0.0
27266,1,50,1.98,98,0,0,7,0.0
27267,1,50,2.13,96,0,0,0,0.0
27268,1,50,2.37,99,0,0,38,4560.0
27269,1,50,2.2,96,0,0,2,0.0
27270,1,50,1.86,99,0,0,30,3600.0
27271,1,50,1.76,97,0,0,6,0.0
27272,2,50,2.86,98,0,0,2,0.0
27273,2,50,4.26,100,0,0,62,7440.0
27274,2,50,4.61,100,0,0,3,0.0
27275,2,50,5.0,100,0,0,3,0.0
27276,2,50,5.0,99,0,0,5,0.0
27277,2,50,5.0,100,0,0,7,0.0
27278,2,50,5.0,100,0,0,8,0.0
27279,2,50,5.0,98,0,0,0,0.0
27280,3,50,3.86,97,0,0,0,0.0
27281,3,50,3.59,98,0,0,6,0.0
27282,3,50,3.11,100,0,0,4,0.0
27283,3,50,3.08,100,0,0,4,0.0
27284,3,50,2.84,99,0,0,3,0.0
27285,3,50,2.32,100,0,0,74,8880.0
27286,3,50,2.63,100,0,0,1,0.0
27287,3,50,2.21,100,0,0,5,0.0
27288,1,50,2.29,98,0,0,0,0.0
27289,1,50,2.56,98,0,0,2,0.0
27290,1,50,2.15,96,0,0,0,0.0
27291,1,50,2.22,99,0,0,8,0.0
27292,1,50,2.47,99,0,0,6,0.0
27293,1,50,2.77,100,0,0,1,0.0
27294,1,50,2.78,100,0,0,2,0.0
27295,1,50,2.46,100,0,0,4,0.0
27296,2,50,3.56,98,0,0,0,0.0
27297,2,50,4.65,100,0,0,8,0.0
27298,2,50,5.0,98,0,0,4,0.0
27299,2,50,5.0,99,0,0,4,0.0
27300,2,50,5.0,100,0,0,6,0.0
27301,2,50,5.0,100,0,0,4,0.0
27302,2,50,5.0,100,0,0,1,0.0
27303,2,50,5.0,100,0,0,2,0.0
27304,3,50,4.15,100,0,0,6,0.0
27305,3,50,3.92,100,0,0,1,0.0
27306,3,50,3.75,99,0,0,5,0.0
27307,3,50,3.6,97,0,0,5,0.0
27308,3,50,3.5,9,1,0,7,0.0
27309,3,50,3.43,94,0,0,0,0.0
27310,3,50,3.31,91,0,0,4,0.0
27311,3,50,3.14,94,0,0,6,0.0
27312,1,50,2.52,95,0,0,5,0.0
27313,1,50,2.16,93,0,0,5,0.0
27314,1,50,1.91,7,1,0,1,0.0
27315,1,50,1.66,7,1,0,3,0.0
27316,1,50,1.55,92,0,0,8,0.0
27317,1,50,2.07,93,0,0,1,0.0
27318,1,50,2.25,93,0,0,7,0.0
27319,1,50,2.11,93,0,0,0,0.0
27320,2,50,3.32,95,0,0,0,0.0
27321,2,50,4.19,96,0,0,3,0.0
27322,2,50,4.67,94,0,0,4,0.0
27323,2,50,5.0,97,0,0,7,0.0
27324,2,50,5.0,96,0,0,8,0.0
27325,2,50,5.0,94,0,0,7,0.0
27326,2,50,5.0,94,0,0,8,0.0
27327,2,50,5.0,97,0,0,5,0.0
27328,3,50,4.41,96,0,1,91,5000.0
27329,3,50,3.51,95,0,1,108,5000.0
27330,3,50,3.49,94,0,1,81,5000.0
27331,3,50,2.79,95,0,0,4,0.0
27332,3,50,2.66,92,0,0,7,0.0
27333,3,50,2.85,92,0,0,7,0.0
27334,3,50,3.0,96,0,0,6,0.0
27335,3,50,2.58,9,1,0,0,0.0
27336,1,50,2.21,5,1,0,6,0.0
27337,1,50,2.39,100,0,0,3,0.0
27338,1,50,2.01,99,0,0,7,0.0
27339,1,50,2.07,100,0,0,3,0.0
27340,1,50,2.34,100,0,1,103,5000.0
27341,1,50,2.36,100,0,1,61,5000.0
27342,1,50,2.09,100,0,0,3,0.0
27343,1,50,2.13,11,1,0,7,0.0
27344,2,50,3.48,95,0,0,0,0.0
27345,2,50,4.47,98,0,0,8,0.0
27346,2,50,5.0,97,0,0,26,3120.0
27347,2,50,5.0,99,0,0,6,0.0
27348,2,50,5.0,96,0,0,0,0.0
27349,2,50,5.0,97,0,0,4,0.0
27350,2,50,5.0,95,0,0,6,0.0
27351,2,50,5.0,98,0,0,6,0.0
27352,3,50,4.21,95,0,0,5,0.0
27353,3,50,3.78,99,0,0,1,0.0
27354,3,50,3.49,10,1,0,6,0.0
27355,3,50,2.87,12,1,0,7,0.0
27356,3,50,2.87,98,0,0,4,0.0
27357,3,50,2.81,100,0,0,3,0.0
27358,3,50,2.28,99,0,0,0,0.0
27359,3,50,1.94,98,0,0,1,0.0
27360,1,50,2.14,100,0,0,20,2400.0
27361,1,50,2.09,97,0,0,25,3000.0
27362,1,50,1.87,100,0,0,51,6120.0
27363,1,50,1.64,100,0,0,1,0.0
27364,1,50,1.57,100,0,0,6,0.0
27365,1,50,2.12,100,0,0,8,0.0
27366,1,50,2.33,99,0,0,4,0.0
27367,1,50,2.32,10,1,0,7,0.0
27368,2,50,3.69,99,0,0,8,0.0
27369,2,50,4.68,98,0,0,4,0.0
27370,2,50,5.0,96,0,0,2,0.0
27371,2,50,5.0,97,0,0,5,0.0
27372,2,50,5.0,100,0,0,4,0.0
27373,2,50,5.0,100,0,0,72,8640.0
27374,2,50,5.0,100,0,0,71,8520.0
27375,2,50,5.0,100,0,0,7,0.0
27376,3,50,3.96,100,0,0,6,0.0
27377,3,50,3.13,100,0,0,7,0.0
27378,3,50,2.78,100,0,0,4,0.0
27379,3,50,2.88,100,0,0,8,0.0
27380,3,50,2.6,100,0,0,3,0.0
27381,3,50,2.74,100,0,0,6,0.0
27382,3,50,2.71,100,0,1,89,5000.0
27383,3,50,2.58,98,0,0,4,0.0
27384,1,50,2.28,100,0,0,4,0.0
27385,1,50,2.59,100,0,0,8,0.0
27386,1,50,2.15,98,0,0,3,0.0
27387,1,50,2.32,100,0,0,33,3960.0
27388,1,50,2.39,100,0,0,20,2400.0
27389,1,50,2.31,100,0,0,8,0.0
27390,1,50,2.09,100,0,0,37,4440.0
27391,1,50,2.09,100,0,0,57,6840.0
27392,2,50,3.38,100,0,0,68,8160.0
27393,2,50,4.61,100,0,1,93,5000.0
27394,2,50,5.0,99,0,1,55,5000.0
27395,2,50,5.0,98,0,1,103,5000.0
27396,2,50,5.0,100,0,1,57,5000.0
27397,2,50,5.0,100,0,0,3,0.0
27398,2,50,5.0,98,0,0,56,6720.0
27399,2,50,5.0,96,0,0,53,6360.0
27400,3,50,4.1,97,0,0,0,0.0
27401,3,50,3.85,10,1,0,5,0.0
27402,3,50,3.39,99,0,0,8,0.0
27403,3,50,3.1,100,0,0,2,0.0
27404,3,50,2.6,100,0,0,8,0.0
27405,3,50,2.5,100,0,0,2,0.0
27406,3,50,2.74,100,0,0,3,0.0
27407,3,50,2.63,100,0,0,8,0.0
27408,1,50,2.33,100,0,0,8,0.0
27409,1,50,1.96,98,0,0,6,0.0
27410,1,50,1.92,96,0,0,5,0.0
27411,1,50,2.08,100,0,0,4,0.0
27412,1,50,1.78,99,0,0,7,0.0
27413,1,50,2.01,100,0,0,1,0.0
27414,1,50,2.1,97,0,0,3,0.0
27415,1,50,2.36,95,0,0,7,0.0
27416,2,50,2.76,93,0,0,8,0.0
27417,2,50,3.94,90,0,0,8,0.0
27418,2,50,4.83,94,0,0,23,2760.0
27419,2,50,5.0,91,0,0,50,6000.0
27420,2,50,5.0,95,0,0,3,0.0
27421,2,50,5.0,98,0,0,4,0.0
27422,2,50,5.0,95,0,0,20,2400.0
27423,2,50,5.0,93,0,0,1,0.0
27424,3,50,4.2,94,0,0,4,0.0
27425,3,50,3.65,98,0,0,60,7200.0
27426,3,50,2.92,96,0,0,55,6600.0
27427,3,50,2.84,98,0,0,36,4320.0
27428,3,50,2.77,100,0,0,1,0.0
27429,3,50,2.81,100,0,0,3,0.0
27430,3,50,2.34,10,1,0,5,0.0
27431,3,50,2.16,100,0,0,4,0.0
27432,1,50,2.3,100,0,0,2,0.0
27433,1,50,2.01,97,0,0,5,0.0
27434,1,50,2.22,95,0,0,2,0.0
27435,1,50,1.9,99,0,0,8,0.0
27436,1,50,1.88,97,0,0,3,0.0
27437,1,50,2.25,96,0,0,8,0.0
27438,1,50,2.46,100,0,0,63,7560.0
27439,1,50,2.5,99,0,0,68,8160.0
27440,2,50,3.79,98,0,0,4,0.0
27441,2,50,4.88,100,0,0,6,0.0
27442,2,50,5.0,100,0,0,0,0.0
27443,2,50,5.0,100,0,0,8,0.0
27444,2,50,5.0,99,0,0,7,0.0
27445,2,50,5.0,99,0,0,4,0.0
27446,2,50,5.0,99,0,0,2,0.0
27447,2,50,5.0,98,0,0,1,0.0
27448,3,50,4.02,100,0,0,1,0.0
27449,3,50,3.12,99,0,0,6,0.0
27450,3,50,2.63,99,0,0,1,0.0
27451,3,50,2.23,97,0,0,1,0.0
27452,3,50,2.1,95,0,0,4,0.0
27453,3,50,2.39,96,0,0,8,0.0
27454,3,50,2.46,94,0,0,70,8400.0
27455,3,50,2.15,98,0,0,37,4440.0
27456,1,50,2.4,96,0,0,47,5640.0
27457,1,50,2.36,98,0,0,2,0.0
27458,1,50,2.33,99,0,0,7,0.0
27459,1,50,2.2,100,0,0,5,0.0
